Xt,Yt,Zt,THETAt,Xf,Yf,Zf,THETAf
-0.5447517527228661,-0.27970321550114713,0.497,0.9599310885968813,-0.565,-0.128,0.5,0.040000000000000036
-0.534633603356176,-0.28871563036854303,0.498,1.011745550765463,-0.565,-0.138,0.5,0.0
-0.5298028816383132,-0.2924732745719128,0.498,1.037925489545378,-0.564,-0.143,0.496,0.040000000000000036
-0.5251840223182472,-0.2968388440790056,0.498,1.0630145975427963,-0.564,-0.151,0.496,0.0
-0.5201197768922438,-0.301188939100686,0.499,1.0891945363227113,-0.563,-0.159,0.495,0.040000000000000036
-0.5095309081380999,-0.3078501108387784,0.499,1.1388273369263,-0.56,-0.175,0.494,0.08000000000000007
-0.5045110534727705,-0.31142602269552366,0.499,1.1639164449237185,-0.566,-0.174,0.503,-0.23999999999999577
-0.49804963681323017,-0.31394167471216566,0.499,1.1900963837036334,-0.564,-0.187,0.503,0.040000000000000036
-0.4858652750365525,-0.31930262554185007,0.5,1.2424562612634633,-0.563,-0.19,0.503,0.040000000000000036
-0.4805185392695596,-0.32202975159251535,0.5,1.2675453692608818,-0.561,-0.197,0.504,0.07999999999999563
-0.4751060163647263,-0.32354662918903665,0.5,1.2926344772583003,-0.56,-0.203,0.504,0.040000000000000036
-0.4688935337808007,-0.32604205312480755,0.5,1.3199052468207118,-0.557,-0.212,0.505,0.1200000000000001
-0.45640460939360916,-0.329049559385988,0.5,1.371174293598045,-0.551,-0.224,0.506,0.1200000000000001
-0.45002473711352103,-0.32981448770962724,0.5,1.3984450631604564,-0.548,-0.229,0.507,0.1200000000000001
-0.4439779771146828,-0.33126759283723745,0.5,1.4246250019403714,-0.543,-0.241,0.508,0.08000000000000007
-0.4332052411684763,-0.3311223642800509,0.5,1.4671674024577332,-0.542,-0.245,0.508,0.040000000000000036
-0.4256993910763834,-0.3309801463065633,0.5,1.4944381720201445,-0.538,-0.249,0.508,0.16000000000000014
-0.41917368601459637,-0.3315784096718103,0.5,1.521708941582556,-0.531,-0.258,0.508,0.1200000000000001
-0.412016905061794,-0.3309081725727911,0.5,1.547888880362471,-0.531,-0.258,0.508,0.1200000000000001
